9	KPNA2	12
9	ERCC4	2
9	NRG2	1
9	PRKCQ	2
9	PLXNA4	1
9	RASAL2	5
9	BMF	9
9	UBC	406
9	PTK6	4
9	TRIM25	11
9	IGHV1-69	5
9	HBEGF	55
9	BRCC3	6
9	PSMB5	25
9	CHEK1	1
9	RAC2	18
9	SEMA4A	4
9	CCND1	18
9	YWHAB	84
9	SCN9A	1
9	PTPN1	17
9	ADCY5	4
9	CASP8	5
9	FBXL18	0.5
9	SHC1	45
9	FANCE	1
9	MCM8	1
9	EPHA7	2
9	PPP1R15A	61
9	ADCY4	7
9	EVC	12
9	ALKBH2	3
9	OGG1	2
9	FKBP1A	62
9	SNW1	25
9	SLIT3	19
9	LIN54	3
9	FBXO5	2
9	ABLIM1	21
9	TLN1	48
9	FANCL	7
9	MSH2	4
9	NBN	18
9	POLR2K	19
9	ZFP36L1	96
9	ARHGEF26	8
9	GZMB	4
9	GAP43	2
9	XRCC1	7
9	FGF1	1
9	CDC42	90
9	SUMO2	43
9	ITGA2	12
9	PPP1R13B	4
9	CCNA2	2
9	ARHGAP39	0.7
9	FAM175A	3
9	PRELID3A	0.7
9	F11R	18
9	CAP1	86
9	RHOC	31
9	HRAS	6
9	RAC1	94
9	FANCD2	1
9	PLXNA1	4
9	DYNLL2	13
9	FRS2	8
9	USP10	12
9	NEO1	15
9	PPP2CB	31
9	E2F5	2
9	ERCC6	1
9	PSEN2	5
9	DPYSL4	0.8
9	GPNMB	133
9	SHC3	1
9	ABLIM3	4
9	NINL	3
9	HSP90AB1	300
9	HNRNPA1	124
9	ITGA2B	0.7
9	LAT	0.5
9	PSMF1	14
9	SHH	3
9	CDC20	1
9	GTF2H4	2
9	PSMB4	51
9	PPP1R14A	2
9	PSMD2	23
9	AURKB	0.6
9	CENPS	3
9	MAPKAPK2	39
9	RGMB	2
9	AKT1	9
9	ARHGAP15	3
9	EREG	4
9	CHN2	2
9	ABL2	6
9	NEDD4	4
9	MYL12A	80
9	DYRK1A	9
9	MAP2K6	2
9	RHOB	164
9	CD86	7
9	TIA1	22
9	RFC4	3
9	FOXM1	1
9	L1CAM	2
9	DNA2	0.7
9	KHSRP	17
9	RAD51B	1
9	BAD	4
9	POLE4	5
9	HIST1H4I	2
9	ASCC1	5
9	RPA2	22
9	CEP250	2
9	PARD6A	1
9	EVL	10
9	BID	4
9	AJUBA	3
9	TRPC1	4
9	CD72	3
9	EGF	1
9	PSMC4	25
9	GPX2	247
9	POLR2C	15
9	PPP3R1	21
9	MATK	1
9	PPP3CC	8
9	PSMB2	14
9	OBSCN	0.5
9	IHH	0.8
9	HIST1H2BD	5
9	CEP76	1
9	CASP3	15
9	ARHGEF39	1
9	SOS2	11
9	PSME3	19
9	PSMB7	37
9	SFPQ	41
9	MYC	46
9	UIMC1	5
9	PSMA1	20
9	XIAP	10
9	POLD3	5
9	DDB1	13
9	PSME2	19
9	FGF5	0.5
9	KDM4C	2
9	MGMT	5
9	HIST1H2AE	0.8
9	PSMD1	16
9	E2F4	15
9	HMMR	0.6
9	SLX4	1
9	CUL4A	12
9	ITSN1	4
9	FGFR2	12
9	MYL6	95
9	GLI2	2
9	ESR1	0.6
9	NOX1	0.6
9	AR	2
9	ENAH	12
9	MAD2L2	4
9	VCP	49
9	CDC37	28
9	NCSTN	29
9	SPTBN5	1
9	NRTN	0.5
9	CEP41	1
9	BCL2L14	0.9
9	RAD51	0.6
9	MUS81	5
9	PRIM2	2
9	ARID3A	0.6
9	MKNK1	6
9	FRS3	1
9	PLK1	0.9
9	TNFRSF10C	6
9	RPGRIP1L	0.9
9	PFN2	20
9	PAK4	2
9	CLASP1	7
9	RAD51D	1
9	DYNLL1	35
9	POLH	6
9	UFD1L	5
9	POLD2	7
9	FEN1	3
9	CETN2	21
9	USP9X	14
9	PABPC1	173
9	SPRY2	17
9	IL1A	1
9	PSMB6	26
9	SCN2B	1
9	UBE2T	2
9	YWHAQ	106
9	FURIN	17
9	WWTR1	24
9	NRCAM	6
9	WWP1	27
9	APH1A	37
9	UBE2V2	8
9	UBE2L6	29
9	NCAM1	2
9	ORC6	1
9	PSMA7	38
9	MYH14	3
9	BRAF	5
9	FGF7	31
9	RASA4	2
9	ADAM17	9
9	SCN8A	0.8
9	ERBIN	18
9	KIF5A	0.5
9	REV3L	5
9	CCNE1	0.7
9	RFC3	4
9	NRAS	19
9	UNG	9
9	RBL1	2
9	BOC	8
9	EP300	14
9	YWHAG	58
9	ARHGAP44	4
9	PMEPA1	20
9	EPHB1	0.6
9	ARHGAP25	6
9	BIRC5	0.6
9	FAAP100	4
9	POLI	4
9	YWHAE	73
9	USP2	1
9	PGR	0.7
9	NCK1	10
9	BBC3	0.7
9	ARHGEF28	2
9	CLTCL1	0.9
9	FGF9	0.5
9	SCN2A	0.5
9	PTCH2	2
9	KHDRBS1	40
9	TUBB2B	3
9	CCNC	13
9	PPP1R12B	21
9	ERBB3	22
9	RRM2	1
9	SRGAP3	0.5
9	TGIF2	8
9	PRKCD	24
9	ARHGAP20	2
9	CDON	4
9	ROBO2	0.7
9	TDP2	20
9	IQCE	4
9	CENPJ	2
9	USP1	11
9	VASP	26
9	RPA3	3
9	RNF41	10
9	SRGAP1	0.8
9	ARHGEF18	0.6
9	EPHA2	21
9	NMT1	13
9	FANCI	1
9	RAD51AP1	1
9	KITLG	19
9	CDC7	1
9	CAP2	9
9	RGMA	2
9	RAD50	10
9	EME2	2
9	RASGRF2	3
9	TFDP1	18
9	POLD1	1
9	SEMA3E	3
9	PLXNA3	4
9	POLK	6
9	P4HB	90
9	CEP290	3
9	PARG	5
9	IL6	18
9	MCRS1	13
9	PLK4	0.8
9	SPTBN2	1
9	KIF7	1
9	CEP135	2
9	HDAC1	33
9	DKK1	1
9	EVC2	3
9	PIK3R1	17
9	UBB	266
9	YAP1	36
9	CYCS	22
9	EFNA2	0.6
9	STAP2	3
9	BLM	0.5
9	CCNE2	0.5
9	AGAP2	2
9	FTO	5
9	TRIB3	1
9	SEMA4D	4
9	DEPDC1B	14
9	NCOR1	9
9	COPS2	14
9	CHN1	3
9	PIP5K1B	3
9	ISG15	11
9	USP7	18
9	RBBP4	13
9	PSMD4	20
9	PSMB1	39
9	HIST1H2BG	1
9	PTPN18	14
9	SET	49
9	LIMK2	12
9	PMS2	3
9	EPAS1	68
9	TRAT1	2
9	EFNB3	0.8
9	DAB2IP	9
9	RBL2	28
9	RCHY1	4
9	HIST1H3E	2
9	HSPB1	59
9	POLE3	15
9	ARHGAP9	5
9	WDR35	4
9	PSENEN	8
9	PPP1CA	20
9	EPHA1	3
9	SPRTN	3
9	TYMS	3
9	ADCY7	3
9	USP43	1
9	KIF4A	0.5
9	MYH9	112
9	PNKP	5
9	MLH1	10
9	TRPC4	3
9	DCLRE1B	3
9	ATR	4
9	GPR161	3
9	RASGEF1A	0.6
9	NRG3	1
9	PLXNB1	12
9	DNM3	0.7
9	FGFR3	9
9	ANOS1	2
9	DCLRE1C	2
9	PARD3	10
9	XRCC3	0.6
9	BCAR1	4
9	SFI1	2
9	CRK	29
9	SLIT2	7
9	DPYSL3	50
9	NEDD8	8
9	XPO1	18
9	UBE2C	1
9	FGG	3
9	POLR2J	10
9	FGFBP2	0.5
9	ARHGAP27	6
9	NTHL1	1
9	TREM2	5
9	ERCC1	7
9	FGF19	142
9	DCLRE1A	3
9	SIAH1	3
9	PIK3CA	6
9	WWOX	3
9	CD80	0.5
9	BARD1	2
9	PARP2	5
9	MYL9	165
9	NEK2	0.6
9	RPS6KA6	1
9	PPP2R1A	20
9	CLASP2	5
9	TPX2	1
9	BCL2L11	7
9	SEMA5A	6
9	POLR2A	26
9	RFC2	7
9	PSMD13	15
9	NRG1	1
9	PIK3CD	6
9	ARHGEF19	2
9	SUMO1	39
9	MYBL2	0.9
9	TRPC6	2
9	BRE	12
9	RBBP8	7
9	DIABLO	2
9	EFNA4	3
9	YES1	23
9	MAPK10	4
9	NR3C1	15
9	PPP1R12A	14
9	CDK5R1	0.9
9	DYNC2H1	3
9	PLCG1	14
9	FYN	12
9	SPRED2	10
9	UBE2M	10
9	INO80B	2
9	SEMA7A	2
9	ARHGAP11A	1
9	BCL2	6
9	PLXNA2	4
9	PSMA3	21
9	ANP32A	11
9	HIST2H2BE	4
9	RND1	7
9	PRKCE	2
9	ITGA1	10
9	HMGN1	38
9	LIN52	4
9	TGFBR2	102
9	STAT3	38
9	GTF2F1	17
9	PDGFRB	123
9	CGN	13
9	CUL4B	16
9	PTPN12	23
9	ACTR2	102
9	CEP78	1
9	PRKCA	7
9	GAS1	12
9	SYNGAP1	4
9	PPP2CA	27
9	PSMD3	13
9	HECW1	0.5
9	TGFB1	15
9	EFCAB7	2
9	NDE1	3
9	CDK4	17
9	SIAH2	12
9	STUB1	8
9	PHLDA1	23
9	STAT5A	9
9	POLR2L	10
9	PPP1CB	70
9	INO80C	2
9	RASA1	14
9	CHEK2	2
9	ABLIM2	0.6
9	BRCA1	0.8
9	TCEA1	27
9	FANCF	3
9	SRC	19
9	ROCK1	13
9	CBL	4
9	HIF1A	146
9	ERCC8	2
9	POLR2B	22
9	UBA7	27
9	MMP9	3
9	KL	2
9	HIST4H4	0.8
9	CASP7	11
9	HNRNPM	18
9	MUTYH	3
9	SERPINE1	182
9	MDC1	5
9	PIK3AP1	16
9	DZIP1	5
9	BTC	6
9	FGA	1
9	SEMA6A	7
9	ICOS	2
9	COPS7A	16
9	REV1	8
9	CDK9	20
9	PLEKHG5	4
9	PSMD8	18
9	TRIO	8
9	SYDE2	3
9	NPLOC4	10
9	MTMR4	7
9	FANCG	3
9	CDKN1A	77
9	PSMC3	22
9	RHOA	190
9	PARP1	12
9	ESRP1	6
9	CASP9	4
9	TGFBR1	16
9	TP53	8
9	FGFRL1	5
9	UBE2B	25
9	SKI	14
9	BAP1	14
9	PTCH1	4
9	SMARCA5	20
9	SMO	9
9	GPC1	4
9	FANCM	1
9	MRE11	4
9	CD28	4
9	PRKAA2	2
9	KHDRBS3	2
9	UNC5C	1
9	CFL1	55
9	ALKBH3	5
9	KIT	22
9	SCUBE2	4
9	HGF	6
9	PMAIP1	9
9	HNRNPF	53
9	APH1B	6
9	PSMD10	14
9	PLXNC1	8
9	FGFR4	6
9	UBA52	44
9	DNM1	8
9	MAPK3	18
9	ARHGEF16	6
9	RASAL3	4
9	ACTB	893
9	MMP2	496
9	PRR5	2
9	SUMO3	27
9	CEP72	1
9	PCNA	26
9	AKT3	10
9	UNC5B	8
9	BAZ1B	16
9	WNT7A	1
9	KIAA0101	0.6
9	MYL12B	151
9	PPP1CC	22
9	MET	11
9	CNTRL	4
9	FGF10	3
9	PSMB8	26
9	GLI3	3
9	HHIP	0.8
